recrutement,nom,datesClefs,logo,codePostal,titresMajeurs,administratif,description,effectifs,email,rue,ville,anneeCreation,statut,contacts,RCS,categorie,titresEnCours,telephone,actualite,url,adresse,NAF,fax,website,chiffreAffaire
,Farsky Interactive,,http://www.afjv.com/img/logo2/farsky-interactive.png,78290,,,Farsky Interactive est une société indépendante de création et de développement de jeux video pour ordinateurs et consoles dernières générations.,Information indisponible,press@farskyinteractive.com,8 rue Ernest Gouin,Croissy-Sur-Seine,2013,SARL unipersonnelle,Timothy COLLE - Gérant,Versailles B 798 620 498,Studios,,,Timothy Colle présente son dernier jeu : Sky Break (vidéo)9 nov. 2016 - Sky Break est un jeu d'aventure / science-fiction dans lequel le joueur part sur une planète extra-terrestre à la recherche d'un remède à un virus qui décime la population terrienne.,http://www.afjv.com/societe/809-farsky-interactive.htm,8 rue Ernest Gouin 78290 Croissy-Sur-Seine,6201Z - Programmation informatique,,http://www.farskyinteractive.com/,121000
,Fanatic Game,,http://www.afjv.com/img/logo2/fanatic-game.png,35000,,,,Information indisponible,steff13.hordes@gmail.com,26 B boulevard Georges Clémenceau,Rennes,2013,SARL,Stéphane LE BRIS - Gérant,Rennes B 791 155 518,Prestataires,,,,http://www.afjv.com/societe/920-fanatic-game.htm,26 B boulevard Georges Clémenceau 35000 Rennes,6201Z - Programmation informatique,,http://www.fanaticgame.com/,
,Events for Games,,http://www.afjv.com/img/logo2/events_for_games.png,69100,,,"Agence de communication événementielle spécialisée dans le secteur des jeux vidéo.Events For Games organise vos événements et booste vos relations publiques.En 2013, l'agence crée INDIE GAMES PLAY, l'événement tremplin pour les indépendants du jeu vidéo. Un événement organisé deux fois par an dans différentes villes de France.SERVICES: Evénements et relations presse – Salons loisirs numériques – Community Management - Stratégie Social Média – Conception et réalisation de stands – Web Agency & Event",Information indisponible,contact@eventsforgames.com,26 rue emile decorps,Villeurbanne,2012,SARL unipersonnelle,Thibaut TRAMPONT - Gérant - contact@eventsforgames.com,Lyon B 751 102 856,Prestataires,,04 26 68 74 35,"2ème édition du concours Indie Games City le 9 avril à Evry14 fév. 2017 - Indies Games City est un grand concours visant à récompenser le meilleur projet indépendant ""Made in France"", et de lui offrir les meilleures chances de percer à l'international. 
 Indie Games Play et Indie Garden par Thibaut Trampon14 nov. 2016 - Events for games organise Indie Games Play un salon du jeu vidéo indépendant et est présent sur différentes manifestations telle que la Paris Games Week à travers sa marque Indie Garden.  
 Coup de projecteur sur le jeu vidéo indépendant à la PGW24 oct. 2016 - Par sa production d'œuvres originales, la création indépendante constitue une composante essentielle de l'écosystème vidéoludique. L'espace ""Jeux Made in France"" met la création française à ... 
 Découvrez le programme des Indie Games Play 716 oct. 2016 - La septième édition des Indie Games Play aura lieu à Montreuil dans un tout nouvel espace dédié à l'événement, La Marbrerie. Cet espace de 1500m² accueillera sur deux jours tous les passionnés, ... 
 Indie Games Play dévoile sa sélection de jeux indépendants16 sept. 2016 - Pour sa 7ème édition le salon Indie Games Play présente sa sélection de 20 jeux vidéo, créés par des studios indépendants, et des équipes d'étudiants venus de différents pays européens. 
 Indie Games Play fusionne avec les EIGD27 juil. 2016 - Après une première collaboration réussie lors des 4ème European Indie Game Days, le Syndicat National du Jeu Vidéo souhaité mettre un terme aux EIGD dans leur forme originelle et a confié à ... 
 Les studios indépendants présents au DGS de Strasbourg29 avr. 2016 - L'Indie Garden est né d'une volonté de regrouper des studios indépendants européens sous une même bannière afin de leur offrir les meilleures conditions possibles de rencontre avec la presse et le ... 
 Indie Games Play #6 à Lyon le 26 mars 201610 mars 2016 - Le 26 mars prochain, vous pourrez découvrir une sélection de treize jeux-vidéo originaux lors des 6èmes Indie Games Play. L'événement tremplin des jeux-vidéo indépendants en France se déroulera ... 
 Un espace jeux vidéo indés au festival des jeux de Cannes15 fév. 2016 - L'idée de l'Indie Garden naît d'une volonté d'Events For Games de créer un espace où les développeurs peuvent se réunir et présenter leurs créations au public en toute simplicité. 
 Le programme d'Indie Games Play, à Paris le 19 septembre8 sept. 2015 - Pour cette 5ème édition, et le retour de l'événement dans la capitale, nous avons vu les choses en grand. Grâce au soutien de l'association Capital Games, c'est 15 jeux vidéo que nous aurons ...",http://www.afjv.com/societe/687-events-for-games.htm,26 rue emile decorps 69100 Villeurbanne,7021Z - Conseil en relations publiques et communication,,http://eventsforgames.com/,17200
,ExeQuo,,http://www.afjv.com/img/logo2/exequo.png,75012,,,"ExeQuo est le spécialiste de la localisation, de production et de marketing pour le jeu vidéo. Nous proposons un ensemble de services adaptés aux spécificités de vos projets et de votre organisation : localisation multilingue, test de localisation, design audio et design vidéo. A travers notre implantation internationale (Paris, Berlin & Seattle), ExeQuo est la solution pour l’internationalisation de vos projets.",55,,"14, rue Moreau",Paris,1998,SARL,Stéphane Bonfils - PDG - sbonfils@exequo.com,Paris B 420 033 680,Prestataires,,01 42 96 54 30,,http://www.afjv.com/societe/232-exequo.htm,"14, rue Moreau 75012 Paris",6202A - Conseil en systèmes et logiciels informatiques,01 40 01 02 78,http://www.exequo.com/,5000000
,ETPA Toulouse,,http://www.afjv.com/img/logo2/etpa.png,31320,,,"Une école supérieure qui forme les Game Designers de demainChaque année, l’industrie du jeu vidéo contribue à rendre notre quotidien plus spectaculaire. En coulisses, ce sont des concepteurs de jeu vidéo qui œuvrent à cet objectif et font de ce secteur l’un des plus rentables dans le domaine du divertissement.La formation dispensée par l’école de Game Design de Toulouse a pour but de former des créatifs dotés de hautes compétences techniques en matière de jeux vidéo, leur permettant d’intégrer le marché professionnel dès la fin de leurs 3 années d’études.",Information indisponible,ecole@etpa.com,50 route de Narbonne,Auzeville - Tolosane,1980,SAS,"Jean-Christophe Engelmajer - Studio de création numérique 
 Matthieu Carron -  Studio de création numérique 
 Jean-Romaric Rio - Enseignant Gestion de projet 
 Antoine Fournier - Dessin & Communication Visuelle 
 Jonathan Pinney - Infographie 2D 
 Charmaine - Lodge Masson - Anglais 
 Corine Fransen - Chef d'Etablissement 
 Karim Khenissi - Président",Toulouse B 319 763 355,Formations / Ecoles,,05 34 40 12 00,,http://www.afjv.com/societe/917-etpa-toulouse.htm,50 route de Narbonne 31320 Auzeville - Tolosane,8532Z - Enseignement secondaire technique ou professionnel,,http://www.etpa.com/ecole-game-designer.html,
,Eugen Systems,,http://www.afjv.com/img/logo/_eugen_systems.png,75002,,,"Fondée en 1999 par deux frères passionnés d’informatique et de jeux video, EUGEN SYSTEMS est implantée dans le quartier animé de Montorgueil, en plein cœur de paris.EUGEN SYSTEMS fabrique exclusivement depuis plus de 13 ans des jeux de stratégie temps réel. Les jeux de stratégie temps réel mettent en avant la réflexion et l'intelligence.Ce sont des jeux dans lesquelles la composante online est essentielle.",16,contact@eugensystems.com,151 rue Saint-Denis,Paris,1998,SA,"Cédric LE DRESSAY - PDG - cledressay@eugensystems.com 
 Alexis LE DRESSAY - Directeur Général - aledressay@eugensystems.com",Paris B 415 119 858,Studios,,,"L'ESL et Focus Home Int. créent les tournois Go4Wargame11 sept. 2013 - Nous avons le plaisir d'annoncer officiellement la première série de tournois officiels de Wargame AirLand Battle, avec la Go4Wargame ! Ces tournois, organisés par l'ESL et Focus Home Interactive, ...",http://www.afjv.com/societe/228-eugen-systems.htm,151 rue Saint-Denis 75002 Paris,6202A - Conseil en systèmes et logiciels informatiques,,http://www.eugensystems.com,2100000
,Eversim,,http://www.afjv.com/img/logo2/eversim.png,77185,,,"La société Eversim est spécialisée dans la création et le développement de jeux de simulation, de stratégie, et de rôle, fonctionnant en réseau et en univers persistant. Ses produits sont destinés au grand public, ainsi qu'aux professionnels des secteurs de la défense ou de la sécurité pour l'apprentissage et l'entrainement (Serious Gaming).Le développement de ces produits innovants est notamment soutenu par le OSEO, la Direction Générale de l'Armement (DGA) et le CNC.La société Eversim S.A. a été créée en février 2004 par trois associés, André et Louis-Marie Rocques et Pascal Einsweiler. L'entreprise est implantée à Lognes (Marne-La-Vallée) à l'Est de Paris et est soutenue financièrement par un groupe d’investisseurs d'Ile-de-France présent dans le capital de l’entreprise.Si vous êtes une entreprise intéressée par nos produits, technologies ou nos prestations de développement de logiciels, vous pouvez nous contacter sur ce email business@eversim.com afin d'obtenir plus informations.",8,info@eversim.com,"13, place des Libertés Publiques",Lognes,2004,SAS,"André Rocques - P-DG - arocques@eversim.com 
 Louis-Marie Rocques - Directeur du développement - lrocques@eversim.com",Meaux B 452 209 950,Studios,,,Serious Game : Un outil de création de scénarios multijoueur31 août 2012 - iScen est un logiciel permettant la création rapide de scénarios interactifs aux contenus multimédia et de les rejouer en réseau et en multijoueurs. C'est un outil tout spécialement dédié à la ...,http://www.afjv.com/societe/229-eversim.htm,"13, place des Libertés Publiques 77185 Lognes",6201Z - Programmation informatique,,http://www.eversim.com,402700
,Exkee,,http://www.afjv.com/img/logo2/exkee.png,13003,,,"Exkee est un studio de développement de jeux vidéo créé en 2003 par des personnes d’expérience. Basé à Marseille, Exkee développe des jeux pour PC, consoles Next Gen et mobiles. Aujourd’hui le studio possède une double compétence de prestataire de service reconnu et de développeur indépendant de jeux originaux destinés à la distribution digitale.",10,contact@exkee.com,Pole media Belle-de-Mai,Marseille,2003,SARL,Toni Doublet - Gérant - contact@exkee.com,Marseille B 449 795 236,Studios,,04 91 08 16 92,"Kill The Bad Guy du studio Exkee arrive sur Kickstarter10 mars 2014 - Kill The Bad Guy est un puzzle game original de part son gameplay, sa direction artistique en ""noir et blanc"" et son univers très ""mature"". Dans cet atmosphère des plus atypique, le joueur incarne...",http://www.afjv.com/societe/233-exkee.htm,Pole media Belle-de-Mai 13003 Marseille,6201Z - Programmation informatique,04 95 04 67 40,http://www.exkee.com/,122000
,Eurocenter Games,,http://www.afjv.com/img/logo/_eurocenter.png,75012,,,Eurocenter a été créée en 1989 et a toujours été spécialisée dans les jeux en ligne sur Minitel / PC / Mac / Mobiles...Nous avons créé les premiers jeux en ligne sur le Minitel en 1991 puis l’un des premiers réseau de jeu en ligne sur Internet en 1996 s’appuyant sur la technologie IPX sur IP.En 1997 Eurocenter a lancé l’un des premiers MMO sur PC/MAC avec Graalonline.En 2007 Eurocenter est devenu éditeur de jeux sur Appstore en a depuis developpé / edité plus de 15 jeux sur iPhone et iPad.,Information indisponible,contact@eurocenter.fr,21 rue de Fecamp,Paris,1989,SARL,Stephane Portha - Gérant - stephane@eurocenter.fr,Paris B 350 397 311,Studios,,,"Les héros de Graalonline imprimés en 3D avec FabZat14 fév. 2014 - Avec le plugin FabZat, le joueur peut désormais commander en trois clics, via la boutique embarquée, une figurine imprimée en 3D, sur laquelle figurera son propre pseudo. Les pièces réalisées sont...",http://www.afjv.com/societe/589-eurocenter-games.htm,21 rue de Fecamp 75012 Paris,6201Z - Programmation informatique,,http://www.eurocenter.fr/,1460317
,ESGI,,http://www.afjv.com/img/logo2/esgi.png,75012,,,"L'Ecole Supérieure de Génie Informatique forme de Bac à Bac +5 aux métiers de l'informatique, en initial ou en alternance.Située en plein coeur de Paris (12ème arrondissement), elle bénéficie d'une expertise de plus de 30 ans et délivre à Bac+3 un diplôme reconnu par l'Etat de niveau 2 et à Bac+5 un diplôme reconnu par l'Etat de niveau 1.",1100,admissions@esgi.fr,242 rue du Faubourg Saint Antoine,Paris,1983,Autre,Arnaud Perche - Chargé des admissions ESGI - admissions@esgi.fr,-,Formations / Ecoles,,01 56 06 90 31,"Dimanche 31, découvrez les jeux créés à la Global Game Jam30 janv. 2016 - Après 48 heures de dur travail les créateurs présenteront leurs jeux et les feront tester à tous ceux qui le désirent ! Venez les découvrir le dimanche 31 janvier de 16h30 à 18h30 à l'ESGI 242 Rue ... 
 Conférences ""Développeurs 3D & Jeux Vidéo""11 janv. 2016 - Le jeudi 14 janvier 2016, l'ESGI a le plaisir de vous inviter à la 2ème édition du "" 3D & Game Day "" sur le thème suivant : ""Développeurs 3D & Jeux Vidéo : la Force est avec vous !"". 
 Présentation publique des jeux vidéo étudiants ICAN et ESGI11 sept. 2015 - Ces projets seront présentés le mardi 22 septembre de 13h30 à 16h à ESGI/ICAN, (métro Reuilly diderot ou Nation) à travers des démonstrations, des tests et des échanges avec les créateurs. 
 L'ESGI organise un workshop ouvert à tous : ""Developer Day""21 avr. 2015 - L'après-midi se concentrera sur tous les aspects du langage en lien avec le développement et la programmation : concepts clés, enjeux de l'Open Source, histoire et évolution de ces langages, ou ... 
 L'ICAN et l'ESGI font leur grande semaine du jeu vidéo13 janv. 2015 - L'ICAN présentera, du 21 au 23 janvier, la 5ème édition des conférences libres qui regroupent un panel varié de 14 intervenants professionnels du design, artistes interrogeant les propriétés du ...",http://www.afjv.com/societe/223-esgi.htm,242 rue du Faubourg Saint Antoine 75012 Paris,- - -,,http://www.esgi.fr,
,Epitech (Ionis Group),,http://www.afjv.com/img/logo2/epitech.png,94270,,,"Epitech est une école d'informatique créée en 1999 qui forme en 5 ans après-bac des experts du secteur. Elle permet de transformer une passion en expertise via une pédagogie résolument innovante, organisée par projets. Elle est présente dans 12 villes de France et à Dakar (Sénégal) et bientôt à Beijing (Chine). Epitech délivre un titre d'Expert en Technologies de l'Information (Bac+5), homologué Niveau 1 par l'Etat au niveau de la Commission Nationale de la Certification Professionnelle (CNCP).",36,contact-adm@epitech.eu,"24, rue Pasteur",Le Kremlin Bicêtre,1994,SAS,"Géraldine Seuleusian - Chargée des Relations Médias - geraldine.seuleusian@ionis-group.com 
 Mardochee Sellam - Président 
 Fabrice Bardèche - Vice-Président Exécutif",Paris B 399 346 519,Formations / Ecoles,,01 44 08 00 50,"Apprendre à créer un jeu vidéo, Imagine Cup Junior est lancé2 mai 2016 - Ouverte aux enfants de 9 à 14 ans, Imagine Cup Junior est une initiation ludique à la programmation informatique et au code, pour les jeunes débutants ou passionnés, fille ou garçon du CM1 à la 3e. 
 IONIS Education Group lance la Coding Academy by Epitech2 mars 2015 - S'appuyant sur l'expertise d'Epitech , la Coding Academy propose une formation intensive et dense, visant à rendre les candidats immédiatement opérationnels. Baptisée "" Code & Go "", la première ... 
 Epitech et Marcus présentent Les Dieux de l'informatique6 mars 2014 - Epitech, l'école de l'innovation et de l'expertise informatique (membre de IONIS Education Group) est heureuse d'annoncer le lancement de la série vidéo Les Dieux de l'informatique. 
 Se former à la programmation en créant un jeu vidéo7 janv. 2014 - Les 12 Epitech de France se mobilisent toute l'année et proposent une initiation à la programmation et au développement de jeux vidéo, un modèle déjà approuvé à Epitech Toulouse. Ces ateliers du ... 
 Meetup Google Glass France #3 - Session spéciale développeur30 déc. 2013 - Aujourd'hui, le Meetup Google Glass France compte près de 460 membres, hissant la communauté en 2e position mondiale après Tel Aviv. Son objectif est de faire comprendre, apprendre et initier des ... 
 48h dédiées au jeu vidéo : ""Viens créer ton jeu"" à Epitech15 oct. 2013 - "" Viens créer ton jeu "" est un événement national devenu incontournable à Epitech, l'école de l'innovation et de l'expertise informatique (membre de IONIS Education Group). Une occasion unique pour... 
 Championnat de France de développement mobile9 oct. 2013 - Cet événement, ouvert à tous, qui se déroulera les 23 et 24 novembre dans 11 Epitech de France est présidé par Bernard Benhamou, délégué aux usages de l'Internet au ministère de la Recherche et ... 
 DevKings: 15 000 euros de gains, 73 applications développées22 avr. 2013 - Les 12 et 13 avril dernier Microsoft et BeMyApp clôturaient la deuxième édition des DEVKINGS à Epitech Kremlim-Bicêtre. Un grand concours de développement d'application à échelle nationale avec à la c 
 Concours : "" Viens créer ton jeu "" à Epitech6 fév. 2013 - "" Viens créer ton jeu "" est une idée originale d'Epitech, l'école de l'innovation et de l'expertise informatique (membre de IONIS Education Group) pour faire découvrir les coulisses de la création ... 
 Digital Heroes @ Epitech : Les héros du jeu vidéo à Lille20 nov. 2012 - OrdiRétro, l'association lilloise pour la Préservation et la Culture du Jeu Vidéo, s'associe à Epitech Lille qui ouvre ses portes au public pour deux semaines exceptionnelles consacrées aux héros ...",http://www.afjv.com/societe/37-epitech-ionis-group.htm,"24, rue Pasteur 94270 Le Kremlin Bicêtre",6420Z - Activités des sociétés holding,01 44 08 01 20,http://www.epitech.eu/,8080900
,Equilibre Games,,http://www.afjv.com/img/logo2/equilibre-games.png,16000,,,"Depuis décembre 2012, Equilibre Games, studio de développement situé à Angoulême, a fait son entrée dans le secteur du jeu vidéo. Nous créons dans la joie et la bonne humeur, et proposons nos compétences de conception d’interfaces graphiques tactiles, développement de jeux vidéo et créations originales.&#8232;Notre société fait partie du Pôle Magelis, institution regroupant les sociétés et écoles locales de l’image et du son, ce qui nous permet d’élargir nos horizons en collaborant avec des sociétés en dehors du secteur du jeu vidéo, notamment de l’aérospatiale, de la vidéo immersive et d’autres.Nous organisons régulièrement des rencontres (UUGA) avec les professionnels, étudiants et toute personne intéressée par le jeu vidéo : nous croyons au partage, et que rien ne sert de réinventer la roue.",4,contact@equilibregames.com,"1, rue de Saintes",Angoulême,2012,SASU,Frédéric Rolland-Porché - Président - FredericRP@equilibregames.com,Angouleme B 790 420 152,Studios,,05 45 68 47 96,"Sondage : Equilibre Games aimerait connaître votre avis2 mai 2014 - Alors que son premier jeu, Grapes Issue, est disponible sur playstore, amazon et le sera dès le 1er mai sur iOS, le studio de jeu vidéo Equilibre Games travaille actuellement sur un nouveau projet. 
 UUGA #3 - Unity User Group Angoulême (mais pas que)10 déc. 2013 - Equilibre Game organise la troisième session du UUGA. Assistez à la prochaine session des échanges Jeu Vidéo à Angoulême. L'agenda est le suivant : Présentation des spécificités d'un jeu facebook ... 
 Middleware : Equilibre Games met à jour son outil A Maze Kit25 juil. 2013 - Possédant de nombreux avantages, cet outil vous permettra de : gagner du temps : générer des niveaux en 2 clics - garder une structure de niveau propre - visualiser un niveau de façon schématique ... 
 Equilibre Games crée le Unity User Group of Angoulême11 juin 2013 - Le but de cette rencontre étant que chaque professionnel présent partage ses connaissances et ses outils autour de quelques présentations informelles. Ceux qui le souhaitent pourront ... 
 Découvrez ""Equilibre Games"", développement de jeux vidéo16 avr. 2013 - Depuis décembre 2012, Equilibre Games, studio de développement situé à Angoulême, a fait son entrée dans le secteur du jeu vidéo. Celui-ci propose ses compétences de conception dʼinterfaces ...",http://www.afjv.com/societe/694-equilibre-games.htm,"1, rue de Saintes 16000 Angoulême",6201Z - Programmation informatique ,,http://www.equilibregames.com/,
,EODEgroup,,http://www.afjv.com/img/logo2/eodegroup.png,44000,,,"EODEgroup est un studio de développement transmédia et solutions créatives. Il développe ses univers par le biais de jeux vidéo, livres et animations, transcendant les médias et supports traditionnels.",Information indisponible,contact@eode.studio,46 rue de Strasbourg,Nantes,2015,SAS,"Antoine Rousselot - Directeur artistique 
 Thibault Lorre - Directeur technique 
 Florent Chapelle - Développeur 
 Thomas Tabbaza - Développeur",Nantes B 813 990 140,Studios,,,,http://www.afjv.com/societe/930-eodegroup.htm,46 rue de Strasbourg 44000 Nantes,6201Z - Programmation informatique,,https://eode.studio/,
,Epita,,http://www.afjv.com/img/logo2/epita.png,94270,,,"Créée en 1984, l'EPITA (Ecole Pour l'Informatique et les Techniques Avancées) est l'école d'ingénieurs qui forme celles et ceux qui conçoivent, développent et font progresser les technologies de l'information et de la communication (TIC). La pédagogie de l'école apporte à la fois aux étudiants les fondamentaux du métier d'ingénieur et une très haute compétence dans les domaines de l'informatique et des TIC. Le Titre d'Ingénieur Diplômé de l'EPITA est habilité par la CTI (Commission des Titres d'Ingénieur) et est également enregistré au RNCP (Répertoire national des certifications professionnelles) avec une certification par l'Etat de niveau I.",36,,14-16 rue Voltaire,Le Kremlin-Bicêtre,1984,SAS,"Isabelle Ducastel - Admission - isabelle.ducastel@epita.fr 
 Yanick Goix - Cursus apprentissage - yanick.goix@epita.fr 
 Christian Dujardin - Cycle ingénierie - christian.dujardin@epita.fr 
 Laurent Trébulle - Relations entreprises - laurent.trebulle@epita.fr 
 Christophe Rouvrais - Relations internationales - christophe.rouvrais@epita.fr 
 Géraldine Seuleusian - Relations presse - geraldine.seuleusian@ionis-group.com",Paris B 399 346 519,Formations / Ecoles,,01 44 08 01 01,"Journées Synergiques, une initiation à la programmation16 janv. 2017 - Articulées autour de nombreux thèmes, comme la robotique, la cryptographie, les jeux vidéo ou encore le web, ces Journées s'organiseront en deux sessions de cinq séances, à raison d'une séance par ... 
 Table ronde : Le digital, une chance pour les femmes ?7 janv. 2016 - Le numérique et les révolutions qu'il entraîne, tant dans l'organisation et les besoins du monde du travail que dans l'opportunité d'entreprendre, sont souvent considérés comme une chance pour les ... 
 Les femmes sont l'avenir du numérique : Trophée Excellencia9 avr. 2015 - Les opportunités de réussite dans le numérique ne sont plus à démontrer (35 000 postes à pourvoir recensés en France en 2014*), toutefois les jeunes femmes sont encore réticentes et peinent à ... 
 Conférence : Si les objets devenaient vraiment intelligent ?19 janv. 2015 - Comment faire communiquer les objets entre eux ? Quelles sont les différents acteurs de cette évolution ? Comment l'appréhender ? Est-on passé, en matière d'objets communicants, de l'ère de ... 
 Objets intelligents : un monde programmable (conférence)19 déc. 2013 - On compte à l'heure actuelle, plus d'objets connectés que d'habitants sur la planète. D'ici à 2020, selon l'Idate (rapport Internet of things, août 2013), ils pourraient être 80 milliards. 
 Sortie du livre ""TIC 2013 : les nouveaux temps réel""26 sept. 2012 - Face à l'avènement d'une société basée sur les médias et l'information en temps réel, notre rapport au temps est-il modifié ? Pour répondre à cette question, l'EPITA, l'école des ingénieurs du ...",http://www.afjv.com/societe/668-epita.htm,14-16 rue Voltaire 94270 Le Kremlin-Bicêtre,6420Z - Activités des sociétés holding,01 44 08 01 99,http://www.epita.fr,8080900
,Ensicaen,,http://www.afjv.com/img/logo2/ensicaen.png,14050,,,"L'ENSICAEN (Ecole Nationale Supérieure d'Ingénieurs de Caen) regroupe une école accueillant plus de 750 élèves-ingénieurs et un centre de centre de recherche composé de 9 laboratoires où plus de 820 personnes (enseignants-chercheurs, chercheurs, ingénieurs, techniciens, doctorants et stagiaires) contribuent à la fois à l'avancée des recherches fondamentales et à l'établissement de relations avec le monde de l'industrie.L'ENSICAEN propose 3 spécialités :",Information indisponible,myriam.brun@ensicaen.fr,"6, Boulevard Maréchal Juin",Caen Cedex 4,2011,Autre,Professeur Luc Brun - Responsable Majeure Image et Multimédia - luc.brun@ensicaen.fr,-,Formations / Ecoles,,02 31 45 27 50,,http://www.afjv.com/societe/219-ensicaen.htm,"6, Boulevard Maréchal Juin 14050 Caen Cedex 4",- - -,02 31 45 27 70,http://www.greyc.ensicaen.fr/majeureImage/,
,ePawn,,http://www.afjv.com/img/logo2/epawn.png,75020,,,"Fondée en 2010, ePawn est une société basée à Paris qui développe une gamme d’accessoires de jeu innovante. Exploitant une technologie brevetée de capture de mouvement, ePawn propose de nouvelles expériences de jeu où les objets réels se mêlent aux univers virtuels. ePawn intervient dans les domaines du jeu de société, du jeu vidéo, de la robotique et des jouets.",Information indisponible,contact@epawn.fr,"80, rue des haies",Paris,2010,SAS,"Christophe Duteil - CEO 
 Valentin Lefèvre - CTO",Paris B 523 964 823,Hardware / Accessoires,,,"ePawn présente l'ePawn Arena au salon Innorobo13 mars 2012 - Unique en son genre, cette surface de jeu interagit avec des smartphones, des tablettes et des PCs pour permettre aux joueurs d'utiliser des pièces de jeu réelles dans leurs jeux mobiles ou online. 
 Fun Forge Digital sera au Festival des Jeux de Cannes8 fév. 2012 - Funforge Digital, présente ses dernières productions durant le Festival International des Jeux de Cannes qui aura lieu du 17 au 19 février 2012. Durant cet événement incontournable, vous pourrez ...",http://www.afjv.com/societe/639-epawn.htm,"80, rue des haies 75020 Paris",6203Z - Gestion d'installations informatiques,,http://www.epawn.fr/,
,EMC,,http://www.afjv.com/img/logo2/emc.png,92240,,,,10,webmaster@emc.fr,"10, rue Eugène Varlin",Malakoff,1989,SARL,"Jean-Paul Debard - Directeur et Fondateur de EMC - debard@emc.fr 
 Christelle Hermet - Directrice de la communication - c.hermet@emc.fr 
 Jean-Paul Debard - Responsable des relations entreprises et du département digital - debard@emc.fr 
 Guillaume Couderette - Directeur technique et du département Son - g.couderette@emc.fr 
 Benoit Sourty - Responsable du département cinéma - b.sourty@emc.fr",Nanterre B 352 296 040,Formations / Ecoles,,01 46 55 39 19,,http://www.afjv.com/societe/214-emc.htm,"10, rue Eugène Varlin 92240 Malakoff",8559B - Autres enseignements,01 46 54 00 23,http://www.emc.fr,2505700
